session_id,site1,site2,site3,site4,site5,site6,site7,site8,site9,site10,uid
11264,5,84,5,627,101,326,90,5,326,5,241
11265,326,108,3,90,644,22,326,326,117,64,241
11266,20,64,20,333,103,2,2,916,916,916,241
11267,916,916,916,916,916,916,916,2,646,103,241
11268,646,646,103,2,646,627,326,3,426,64,241
11269,627,5,326,15,64,31,20,342,64,3,241
11270,2,2,25,3,25,3,25,25,25,25,241
11271,25,25,25,25,6,10,2,72,2,15,241
11272,37,23,23,2,467,2,103,333,2,103,241
11273,790,1673,2,23,37,23,2,474,37,474,241
11274,474,2,474,941,474,31,6,275,22,1154,241
11275,5,941,941,2,22,148,2590,496,15,1782,241
11276,767,643,31,941,208,3,3,2091,2092,2090,241
11277,941,474,20,2,1783,1783,2,326,326,627,241
11278,64,5,426,106,237,106,80,64,64,20,241
11279,2,2,2478,2478,2478,2,3152,3152,2,2,241
11280,1231,1231,1231,2,2,1231,1231,2,2,2,241
11281,10,3,496,6,208,3153,2,3153,342,2,241
11282,23,37,23,15,2,72,15,15,15,15,241
11283,2,21,65,27,30,3,10,6,33,9,241
11284,4,23,37,2,2,69,69,69,559,69,241
11285,559,559,2,86,142,62,54,86,9,2,241
11286,3154,2,3154,2,58,58,31,58,37,23,241
11287,23,2,9,2,2,9,30,3,33,6,241
11288,51,24,4,9,2,146,5,90,117,108,241
11289,117,5,44,90,108,22,18,296,403,17,241
11290,117,20,2,37,23,72,15,2,58,58,241
11291,2,4273,9,2,2,15,2,30,3,33,241
11292,9,37,23,4,2,58,2,1061,1061,1061,241
11293,1061,1061,1084,275,226,1061,274,2,1061,1061,241
11294,326,627,326,1061,64,5,426,1061,64,20,241
11295,64,2,9,342,9,9,37,23,2,2,241
11296,333,103,2,1246,2,2018,794,2,326,3,241
11297,627,64,426,5,326,627,64,2,825,825,241
11298,825,2742,825,825,304,53,825,825,22,20,241
11299,64,148,9,2,342,6,2,33,6,30,241
11300,3,4,2,9,60,60,60,60,265,39,241
11301,39,193,81,164,182,310,167,161,161,164,241
11302,182,167,93,93,61,61,61,61,550,149,241
11303,61,149,41,61,31,149,149,31,81,43,241
11304,2,467,3,6,6,2,3,284,241,67,241
11305,67,15,72,15,15,15,2,137,15,112,241
11306,37,23,23,6,3,314,2,80,85,52,241
11307,37,23,23,2,15,15,15,2,21,65,241
11308,27,3,30,10,33,6,9,9,23,37,241
11309,23,69,160,69,9,15,72,15,6,2,241
11310,9,4,9,37,23,284,284,39,39,69,241
11311,160,284,60,60,60,60,265,39,39,160,241
11312,69,254,67,2,15,72,15,37,23,23,241
11313,67,284,6,2,3,80,241,241,241,85,241
11314,52,241,241,241,241,241,241,241,241,241,241
11315,37,23,23,37,23,137,15,72,112,15,241
11316,217,52,31,149,37,23,23,37,23,25,241
11317,25,3,25,25,25,25,25,25,25,25,241
11318,25,25,25,25,25,238,49,66,66,49,241
11319,238,66,49,66,49,37,23,72,15,217,241
11320,1380,2,1380,2,175,31,241,283,175,175,241
11321,283,297,52,2,4274,367,226,275,274,1084,241
11322,674,505,505,4275,226,4276,241,1084,275,393,241
11323,575,4277,2,274,304,53,393,241,226,1562,241
11324,2479,241,217,2479,284,241,2479,4278,15,1563,241
11325,856,241,85,501,675,119,274,2,10,6,241
11326,238,66,49,37,23,23,23,23,66,238,241
11327,49,66,49,2,1562,241,2099,856,284,241,241
11328,1563,2,58,31,3,136,5,58,246,856,241
11329,241,856,1563,284,2,37,23,284,284,39,241
11330,284,284,80,67,2,15,72,15,39,67,241
11331,2,6,3,23,37,23,85,85,52,2,241
11332,2,2480,2019,4279,2019,2019,2,2019,2480,2480,241
11333,2,2020,2020,1502,2020,2020,1502,2,69,160,241
11334,69,2,1740,2021,6,1740,203,2021,2021,1740,241
11335,4280,514,288,203,203,127,2,127,127,213,241
11336,3,88,2,6,241,23,37,23,241,241,241
11337,241,1381,1381,1380,1381,1381,856,2602,164,81,241
11338,164,161,182,310,167,182,856,61,1381,1740,241
11339,1740,127,2021,288,127,81,43,3,2,37,241
11340,23,3,3,2,2,2,37,23,23,69,241
11341,160,69,37,23,37,23,37,23,2,23,241
11342,37,15,72,15,15,2,15,9,15,15,241
11343,21,65,27,2,350,28,3,30,10,51,241
11344,33,6,9,23,37,6,24,9,284,9,241
11345,23,37,9,4,23,37,9,284,284,284,241
11346,284,9,23,37,23,284,4,60,60,60,241
11347,60,80,67,2,72,15,15,265,52,217,241
11348,15,67,67,67,15,37,23,23,23,149,241
11349,2217,2217,39,39,2,709,3,6,2608,85,241
11350,52,112,137,15,15,37,23,23,23,37,241
11351,72,15,2,4281,2,523,523,2,117,90,241
11352,384,108,678,5,108,22,90,107,117,44,241
11353,90,5,15,107,17,403,101,5,90,108,241
11354,18,22,296,117,2,4282,20,2,31,10,241
11355,6,2,23,37,23,137,112,2,2,15,241
11356,15,15,15,207,2,561,561,65,21,27,241
11357,30,3,10,33,24,6,2,9,30,3,241
11358,33,51,37,23,23,9,1003,2,1003,1003,241
11359,1003,1003,1003,1003,1003,1003,1003,1003,4,2,241
11360,155,155,2,2,1120,52,56,15,248,178,241
11361,56,1102,1293,1187,56,56,1120,56,52,306,241
11362,32,52,80,32,30,9,33,51,65,27,241
11363,3,32,52,2,52,52,52,15,68,296,241
11364,195,2,2,53,53,80,52,296,53,52,241
11365,305,53,53,53,53,53,53,53,53,5,241
11366,53,53,53,53,53,53,53,12,10,21,241
11367,4,2,53,53,53,53,53,67,52,52,241
11368,4283,2022,2022,2022,2022,53,53,53,53,3,241
11369,12,2,69,69,160,53,53,53,2,10,241
11370,21,4,72,15,2,25,2,25,25,3,241
11371,25,25,25,25,25,25,25,25,25,25,241
11372,25,25,25,25,25,25,25,25,25,25,241
11373,25,1352,2,2444,1352,1352,1352,1352,1352,1352,241
11374,81,268,268,268,1206,81,268,164,167,182,241
11375,310,161,167,164,161,182,828,828,144,61,241
11376,161,218,144,218,81,43,2,37,23,2,241
11377,2,25,25,25,25,25,25,25,25,25,241
11378,2,25,25,25,25,25,25,25,25,2,241
11379,15,56,178,56,1187,1102,56,1293,1637,56,241
11380,56,56,56,56,56,1120,306,53,37,68,241
11381,12,2,112,137,2,15,2,155,12,2,241
11382,30,33,51,9,3,65,4,21,27,10,241
11383,2,2,25,25,25,25,25,25,25,25,241
11384,25,25,25,25,25,25,25,25,25,25,241
11385,84,2,2023,101,146,84,31,84,2023,814,241
11386,101,73,300,387,5,5,422,146,387,101,241
11387,84,1421,1272,122,422,122,146,541,387,44,241
11388,84,22,6,5,22,18,17,53,125,541,241
11389,23,22,37,23,146,128,101,31,84,146,241
11390,73,422,387,84,2116,814,101,5,84,122,241
11391,217,73,1421,1272,84,146,541,101,17,5,241
11392,18,53,22,25,25,25,25,25,25,25,241
11393,25,20,25,25,22,1422,3,2,10,6,241
11394,2,2,2,2,2,2,10,4,21,2,241
11395,1248,1567,2,2610,18,22,2,17,1248,5,241
11396,3,67,22,2,1248,1567,17,18,1248,44,241
11397,2,6,22,5,22,17,18,288,2611,1248,241
11398,5,127,127,127,22,344,431,344,437,438,241
11399,344,688,431,438,437,1277,431,688,438,437,241
11400,1174,20,344,5,1848,431,437,688,85,1174,241
11401,431,438,688,22,522,10,6,60,60,60,241
11402,60,39,39,350,284,284,80,67,15,72,241
11403,67,574,67,534,37,23,23,85,52,241,241
11404,241,241,37,23,23,254,23,37,37,23,241
11405,37,23,23,37,112,72,15,137,15,266,241
11406,453,453,67,52,217,416,23,37,453,37,241
11407,23,23,37,23,37,23,15,2,467,72,241
11408,15,2,523,523,523,2,58,58,31,3,241
11409,58,31,2,1431,3,58,136,3,1431,58,241
11410,58,3,5,15,58,2,18,17,36,1431,241
11411,22,44,5,15,3,36,107,92,36,3,241
11412,36,107,73,15,36,157,36,246,36,36,241
11413,258,5,211,648,2,738,454,476,175,31,241
11414,251,516,283,175,246,80,283,52,297,283,241
11415,173,367,20,119,3,2,6,10,105,4284,241
11416,1729,1729,44,17,5,1729,18,1729,1012,1012,241
11417,2112,19,85,501,284,284,23,37,37,23,241
11418,69,69,160,23,37,72,15,2,2,15,241
11419,15,15,15,15,137,112,266,453,67,217,241
11420,416,217,2,65,21,27,6,10,3,30,241
11421,9,33,37,23,51,9,6,24,4,88,241
11422,9,2,37,23,2,2,64,64,64,64,241
11423,64,64,64,64,64,64,64,64,64,64,241
11424,64,64,2,9,9,23,37,9,9,9,241
11425,23,37,9,9,9,9,23,37,9,9,241
11426,23,37,9,9,60,60,60,60,39,39,241
11427,93,2,467,2,93,93,93,2,2,2,241
11428,3,4,6,10,2,21,3,6,27,65,241
11429,10,21,65,27,30,3,4,9,4,30,241
11430,33,4,9,6,10,51,9,33,4,4,241
11431,4,4,4,43,51,4,3,3,9,4,241
11432,10,21,0,0,0,0,0,0,0,0,241
11433,2,2,4,3,10,27,2,30,6,27,207
11434,33,4,3,30,4,6,33,4,2,4,207
11435,10,27,3,43,193,2,6,4,3,10,207
11436,6,2,2,10,4,4,3,4,21,6,207
11437,27,10,21,27,4,3,30,4,30,33,207
11438,6,4,9,9,4,4,3,33,2,21,207
11439,27,10,3,4,2,2,6,3,10,4,207
11440,6,2,2,3,2,10,4,3,4,4,207
11441,3,21,6,6,27,10,21,30,27,3,207
11442,30,33,4,9,4,4,9,33,2,6,207
11443,4,3,2,4,21,10,27,3,43,10,207
11444,21,4,4,27,6,4,30,21,27,10,207
11445,30,6,10,3,115,33,3,33,4,4,207
11446,6,27,10,4,6,3,115,27,10,21,207
11447,4,2,6,3,6,2,3,2,6,3,207
11448,2,6,3,2,88,2,2,2,88,2,207
11449,3,2,3,6,6,17,6,2,3,4,207
11450,10,21,6,2,3,10,21,4,27,3,207
11451,27,21,10,30,33,115,124,4,33,124,207
11452,115,3,10,27,4,21,2,2,6,3,207
11453,6,17,5,6,10,10,6,17,5,6,207
11454,10,53,22,20,53,2,2,6,3,2,207
11455,2,6,3,6,3,2,2,6,3,3,207
11456,4,10,21,27,2,6,3,30,10,21,207
11457,27,33,115,115,27,3,4,30,33,27,207
11458,10,21,4,2,6,3,6,3,2,2,207
11459,6,2,3,142,62,3,2,6,142,62,207
11460,54,2,2,6,3,6,3,2,3155,2,207
11461,3155,2,54,54,2,54,2,2,54,6,207
11462,6,2,2,213,3,6,675,20,3,213,207
11463,20,2,2,2,2,2,2,6,3,4,207
11464,10,21,6,3,2,10,21,4,27,30,207
11465,10,21,27,33,115,30,115,33,3,4,207
11466,27,27,10,4,21,4,2,6,3,6,207
11467,3,2,17,54,54,2,2,6,10,3,207
11468,4,2,6,21,2,2,27,3,10,30,207
11469,21,27,3,30,10,33,9,4,6,4,207
11470,6,33,9,4,4,21,10,27,3,43,207
11471,2,2,6,3,4,2,6,10,2,3,207
11472,2,21,10,4,21,27,21,27,30,10,207
11473,4,3,30,4,6,33,10,115,4,33,207
11474,27,10,3,6,115,2,2,21,4,27,207
11475,10,21,2,2,6,3,2,3,6,2,207
11476,213,88,213,88,2,2,417,2,2,2,207
11477,2,3,3,4,2,10,3,4,21,21,207
11478,4,10,27,21,10,27,4,4,6,3,207
11479,30,6,4,6,6,4,10,6,4,115,207
11480,33,6,4,4,30,6,4,30,6,3,207
11481,10,4,3,10,4,33,115,33,4,4,207
11482,33,6,4,4,115,4,4,4,3,115,207
11483,21,27,2,4,27,10,21,4,2,2,207
11484,3,3,4,2,10,3,4,10,21,27,207
11485,10,21,4,27,3,6,4,30,4,6,207
11486,4,4,4,77,33,115,7,38,13,38,207
11487,152,38,1,13,13,138,858,77,858,13,207
11488,1,19,1,13,19,14,1,13,1,7,207
11489,19,1,1,38,1,13,19,38,3,19,207
11490,13,13,38,6,13,6,1,6,1,1,207
11491,6,19,38,1,19,1,38,13,13,15,207
11492,33,4,6,2,4,2,4,2,2,22,207
11493,6,44,18,3,17,3,4285,5,6,10,207
11494,6,54,62,2,62,86,54,62,54,142,207
11495,54,62,142,86,62,86,62,86,54,62,207
11496,54,62,86,54,62,62,62,62,54,4,207
11497,86,86,54,62,86,54,2,2,4,88,207
11498,2,88,2,54,2,2,4,2,4,2,207
11499,2,115,10,3,2,21,27,10,21,4,207
11500,4,2,2,3,2,3,2,272,272,582,207
11501,272,272,272,582,272,582,582,272,272,272,207
11502,272,272,272,272,272,272,272,272,272,1285,207
11503,1285,2,2,2,2,3,2,2,3,272,207
11504,582,272,272,582,272,272,272,272,272,2,207
11505,3,6,4,10,4,2,6,10,3,4,207
11506,6,21,10,27,27,3,30,10,21,30,207
11507,6,4,33,115,9,33,10,4,6,9,207
11508,6,115,4,3,21,2,27,27,10,21,207
11509,4,2,6,3,4,10,6,2,4,3,207
11510,4,4,6,3,6,21,27,27,6,4,207
11511,21,30,10,3,6,30,4,33,3,21,207
11512,2,4,27,10,21,2,2,2,3,3,207
11513,4,2,10,3,4,21,27,10,21,4,207
11514,27,4,6,6,4,3,4,6,4,10,207
11515,30,4,33,115,30,33,4,6,6,4,207
11516,115,4,115,3,4,115,2,27,4,21,207
11517,10,2,6,2,3,4,10,21,2,6,207
11518,3,10,4,21,27,30,27,10,21,3,207
11519,115,33,30,6,6,4,33,6,115,27,207
11520,3,2,27,4,21,10,2,2,6,3,207
11521,6,2,6,2,3,4,10,21,27,3,207
11522,2,6,10,30,21,27,33,115,4,6,207
11523,2,3,6,2,3,2,2,1062,248,248,207
11524,1062,942,2,110,68,1062,942,1062,68,30,207
11525,3,2,1647,942,33,4,1062,4,68,1062,207
11526,110,4,520,570,2,520,570,136,136,6,207
11527,5,2,1878,251,2481,1741,31,1598,2482,1741,207
11528,2482,2481,22,31,1878,1741,22,1741,5,4286,207
11529,2481,2482,1741,10,110,20,6,6,20,10,207
11530,10,10,173,110,4287,110,173,4,110,520,207
11531,173,2,249,101,334,1215,170,101,249,31,207
11532,44,146,31,101,146,17,146,1463,101,18,207
11533,334,5,146,170,249,334,591,249,18,5,207
11534,17,101,6,5,146,22,53,6,170,249,207
11535,22,10,6,334,249,6,101,90,249,170,207
11536,53,5,20,249,170,334,17,5,2298,18,207
11537,249,5,10,6,22,53,5,20,334,249,207
11538,170,20,452,17,5,18,6,5,53,170,207
11539,20,249,334,18,17,5,5,6,53,249,207
11540,170,334,249,20,18,17,5,5,53,5,207
11541,6,334,249,170,20,5,18,170,17,5,207
11542,53,5,6,334,170,20,249,5,17,18,207
11543,5,6,53,5,334,249,170,5,18,17,207
11544,20,5,6,5,53,170,20,334,249,18,207
11545,5,17,6,5,53,170,334,249,20,17,207
11546,5,18,6,5,53,170,249,334,20,5,207
11547,18,17,6,5,53,170,84,334,249,20,207
11548,1571,146,1215,270,334,249,3156,5,18,17,207
11549,5,6,53,2,2,274,575,393,2,5,207
11550,2,3157,2483,38,413,2484,274,13,1386,275,207
11551,5,2483,20,4,226,31,2577,413,575,38,207
11552,17,274,393,18,226,1386,2483,275,288,4288,207
11553,22,2,2484,1925,10,6,674,19,1084,575,207
11554,2484,413,13,5,274,1160,127,38,393,1386,207
11555,275,938,226,3,3157,19,87,393,127,19,207
11556,2,1353,130,675,1353,130,128,393,209,336,207
11557,3158,1353,1353,6,17,18,53,1353,5,157,207
11558,10,20,22,1353,20,4289,212,212,20,46,207
11559,46,20,20,2,2,3,3,4,413,148,207
11560,22,1353,2,4290,4291,2,2485,4292,17,5,207
11561,2485,44,4293,18,4294,4295,4296,4297,4298,4299,207
11562,2485,2,2,1354,3,3,1354,1354,3,1616,207
11563,1354,246,105,1354,105,2,4,3158,53,10,207
11564,2,209,209,18,17,3159,3159,5,209,5,207
11565,209,106,22,31,2233,106,192,960,2,513,207
11566,343,1874,245,209,54,62,398,960,2,209,207
11567,54,62,86,398,209,209,20,398,398,54,207
11568,62,142,209,20,245,237,398,54,86,142,207
11569,62,62,398,398,209,209,398,62,54,54,207
11570,86,62,209,398,222,513,86,62,86,62,207
11571,398,54,209,54,4,54,4,54,2,2,207
11572,6,3,6,2,3,10,2,436,4300,3160,207
11573,2024,2024,3160,436,5,2024,436,436,3,4,207
11574,1526,2486,2,5,31,1526,2486,6,1526,2486,207
11575,136,5,1526,4301,3,4302,538,5,3,10,207
11576,418,17,277,710,6,5,18,44,1526,10,207
11577,2,22,4,2,281,1026,1596,521,421,521,207
11578,421,281,17,421,18,281,5,521,2,3,207
11579,281,421,5,5,31,3161,18,3161,1090,5,207
11580,17,6,10,127,1526,288,44,2341,2340,815,207
11581,5,2025,1090,20,6,127,954,125,1845,311,207
11582,18,2888,22,2025,5,815,17,5,31,1191,207
11583,4303,2025,421,710,606,521,1026,6,10,22,207
11584,2025,4304,20,6,1425,10,2487,20,2487,572,207
11585,572,572,816,6,20,421,522,959,281,421,207
11586,421,2187,281,813,421,281,956,712,712,813,207
11587,281,712,281,813,712,813,281,712,956,816,207
11588,1425,522,4,2,10,2,17,18,2026,2,207
11589,4,274,487,2026,1015,3162,127,4305,5,288,207
11590,1084,3162,5,127,10,31,6,2026,20,127,207
11591,949,127,2026,127,2,959,2,815,815,959,207
11592,816,2,2,2,4306,2027,2027,2,2488,4,207
11593,2488,4307,2,1190,1190,1063,22,1063,311,3163,207
11594,44,1063,18,212,17,212,2027,212,6,130,207
11595,125,3163,5,13,1063,2028,19,53,38,5,207
11596,1084,19,6,1063,274,13,1063,19,674,10,207
11597,19,1063,10,4308,3164,38,1063,20,2027,2488,207
11598,20,674,1063,674,1063,53,2,2,17,18,207
11599,2489,2029,3165,2490,31,4309,22,2490,3165,2489,207
11600,5,6,10,2029,20,4310,2489,2,4311,2029,207
11601,2490,5,6,2491,2491,515,344,2491,2,1355,207
11602,31,2492,4,1355,2492,1355,5,2492,4312,4313,207
11603,3146,3166,172,1355,4314,3166,1355,172,4315,693,207
11604,3167,10,6,17,1355,5,18,172,20,270,207
11605,174,84,101,2,174,122,270,101,748,377,207
11606,101,2493,748,1275,2,1517,203,845,2,3168,207
11607,31,101,561,17,18,2,5,5,2,10,207
11608,6,22,5,2,125,845,31,845,1517,18,207
11609,130,17,845,6,2,5,31,53,845,22,207
11610,5,2,1004,1042,4316,4317,526,4318,1356,5,207
11611,1356,526,1004,5,20,845,5,18,2,1004,207
11612,3169,526,1356,17,565,5,38,13,6,845,207
11613,170,249,1004,514,203,1004,5,249,203,814,207
11614,192,6,334,387,845,845,1004,192,203,2,207
11615,2,22,20,13,22,1233,2494,1233,4319,662,207
11616,130,18,662,1233,1619,17,2029,662,1233,1233,207
11617,20,22,5,20,845,31,845,2,31,10,207
11618,18,5,17,5,6,10,6,845,5,1250,207
11619,22,10,5,6,22,10,2,10,20,1233,207
11620,20,20,1355,38,20,20,3167,2,2,641,207
11621,101,270,1421,4,84,3170,174,122,174,377,207
11622,5,17,18,270,377,5,270,101,5,845,207
11623,6,20,5,845,84,22,174,122,270,748,207
11624,122,5,377,18,17,748,5,5,6,84,207
11625,641,174,122,20,270,174,5,17,18,5,207
11626,377,6,5,174,84,20,174,270,122,17,207
11627,174,18,5,6,5,84,20,4,122,174,207
11628,641,270,87,18,5,17,5,5,6,87,207
11629,84,174,122,270,174,20,17,5,44,18,207
11630,5,5,6,84,174,270,20,174,122,18,207
11631,5,17,5,5,6,53,20,4,270,84,207
11632,174,122,5,17,87,214,18,5,5,6,207
11633,1004,1356,5,18,17,5,1004,87,2,84,207
11634,174,270,20,122,87,17,18,5,2,5,207
11635,6,5,3,2,4320,4321,84,2495,5,87,207
11636,2496,344,174,5,2496,3171,270,20,6,10,207
11637,122,174,2495,415,2496,4322,3171,17,5,18,207
11638,5,6,5,20,2495,294,2324,2,426,2,207
11639,359,17,84,426,359,74,18,5,174,1234,207
11640,934,270,20,359,934,4323,5,87,737,122,207
11641,1357,174,641,18,512,680,1357,17,5,4324,207
11642,5,2,611,2030,10,3,2030,2964,1957,5,207
11643,6,611,212,359,212,74,212,359,74,87,207
11644,84,244,745,1300,578,270,122,20,174,122,207
11645,174,359,18,5,17,5,5,6,74,74,207
11646,74,84,122,270,174,20,17,18,5,577,207
11647,2965,456,1247,6,788,1832,347,106,5,2372,207
11648,974,106,40,1332,295,6,873,295,1717,6,207
11649,1651,432,1332,10,1332,6,2736,1717,76,40,207
11650,347,456,432,295,347,873,2415,74,40,40,207
11651,40,2030,76,517,40,84,174,270,20,122,207
11652,174,17,40,18,5,5,5,74,6,40,207
11653,174,84,74,20,748,122,270,18,17,748,207
11654,5,748,5,6,62,2,86,54,86,62,207
11655,76,2030,40,74,20,4,174,270,84,122,207
11656,17,18,5,54,5,5,6,2,13,7,207
11657,38,2,152,7,38,1,13,1,7,13,207
11658,38,19,3,6,13,38,1,6,13,7,207
11659,1,13,1,19,13,19,84,174,20,7,207
11660,270,748,122,174,17,18,1,7,5,748,207
11661,5,5,6,7,20,84,174,270,7,680,207
11662,122,17,18,5,1,5,6,5,54,1,207
11663,10,174,84,20,270,122,748,748,18,5,207
11664,17,5,748,6,5,1,270,174,84,20,207
11665,122,5,18,17,5,5,6,4,20,84,207
11666,5,174,270,211,174,122,5,125,84,174,207
11667,101,270,174,84,1004,1356,270,174,5,122,207
11668,334,170,84,526,18,606,17,5,5,5,207
11669,6,20,18,5,17,53,101,170,1215,334,207
11670,249,2,170,170,334,18,17,5,334,5,207
11671,249,334,170,5,249,6,53,170,249,1215,207
11672,334,334,18,17,5,5,5,31,6,17,207
11673,18,334,5,334,5,334,249,170,20,5,207
11674,6,5,17,18,5,5,6,20,170,249,207
11675,249,334,17,5,18,5,6,5,20,170,207
11676,249,4,334,249,18,17,5,5,6,20,207
11677,170,249,334,5,17,18,5,5,6,20,207
11678,334,249,170,18,17,5,5,6,5,170,207
11679,170,249,334,17,18,5,5,5,249,20,207
11680,170,6,20,249,334,17,18,5,5,5,207
11681,170,249,18,20,17,5,5,5,53,6,207
11682,249,170,249,17,18,5,5,6,249,170,207
11683,334,5,17,18,5,6,5,20,170,249,207
11684,249,20,334,18,5,17,5,20,5,53,207
11685,6,20,249,170,334,17,18,5,5,5,207
11686,1004,1042,1356,526,5,192,18,5,17,5,207
11687,4325,334,249,170,6,20,18,5,17,5,207
11688,5,53,6,20,170,249,334,249,5,17,207
11689,18,5,5,334,170,249,6,20,18,17,207
11690,5,5,5,170,249,334,6,20,5,17,207
11691,18,5,5,249,170,20,334,6,18,5,207
11692,17,5,5,170,249,18,20,17,5,5,207
11693,5,170,6,170,249,2497,18,17,5,6,207
11694,53,5,31,31,17,18,5,5,53,6,207
11695,10,20,20,20,10,2,6,22,521,421,207
11696,281,20,1596,1026,4326,281,4,421,521,5,207
11697,44,281,421,18,281,6,17,421,2,281,207
11698,5,3,3172,170,521,170,334,3172,4327,4328,207
11699,1527,2,10,2494,1233,1233,2494,662,1527,544,207
11700,700,700,281,521,421,421,421,281,421,281,207
11701,712,956,813,712,521,281,421,281,813,712,207
11702,956,4,1571,146,1215,334,101,249,3156,170,207
11703,1463,334,90,249,101,31,146,44,17,18,207
11704,101,5,5,146,146,6,22,5,6,53,207
11705,20,1004,1356,31,606,5,747,18,17,5,207
11706,170,2,170,2,3,2,88,3,2,2,207
11707,4,911,2,423,423,204,714,87,423,680,207
11708,17,10,423,594,18,5,6,5,20,88,207
11709,2,20,911,1600,4329,1358,1358,1088,1358,1088,207
11710,2,2,87,88,2,2,2,18,2031,17,207
11711,4,5,2031,2,2,599,599,31,2,2032,207
11712,5,4330,599,17,4331,18,2033,4332,578,2032,207
11713,1742,599,745,288,413,4333,5,680,599,87,207
11714,214,127,2032,1742,3,4334,599,5,127,6,207
11715,4335,2860,18,10,17,5,599,20,4336,20,207
11716,3173,1528,6,20,3173,10,20,10,6,1528,207
11717,866,599,599,2498,423,2498,2498,87,4,2031,207
11718,2032,17,2031,18,5,4,599,599,599,599,207
11719,599,599,599,2033,599,599,599,599,599,599,207
11720,2033,2033,2,5,1591,1382,4337,853,4338,4339,207
11721,1159,3174,276,248,1414,2,473,1009,1021,1265,207
11722,1382,1789,276,1082,2171,2677,222,940,1155,1022,207
11723,1159,1438,473,853,1591,1414,18,130,276,222,207
11724,3174,6,10,20,17,53,222,5,222,20,207
11725,276,5,1414,473,1155,1082,1265,1159,473,1082,207
11726,1021,473,1155,2171,1788,662,1743,2,1743,276,207
11727,18,1317,662,1743,2442,1743,2443,4340,1618,473,207
11728,1382,1082,1743,1591,1159,1021,53,2,2,62,207
11729,54,86,54,2,701,1062,942,248,1062,1062,207
11730,68,1062,2,1354,3,4,1616,1354,1641,4,207
11731,2034,4341,3175,893,3175,2,1744,1359,31,1744,207
11732,893,893,2499,3176,4342,1359,17,18,1359,893,207
11733,893,1744,5,1744,2,893,605,605,2034,1359,207
11734,4,105,653,5,653,2,570,653,1359,520,207
11735,570,893,351,653,2,6,6,2,248,942,207
11736,905,771,5,5,6,248,22,6,763,893,207
11737,105,351,763,680,2,549,905,6,10,520,207
11738,605,110,10,22,351,520,771,942,893,351,207
11739,685,549,6,763,893,893,20,148,136,136,207
11740,1359,20,148,763,6,893,10,893,763,763,207
11741,2500,4343,3176,6,763,763,763,763,763,46,207
11742,763,763,763,22,763,763,110,2034,46,1641,207
11743,2034,1641,4,1641,1529,266,1529,1529,110,110,207
11744,1529,1529,10,1529,4,1745,31,4344,1359,1745,207
11745,46,1745,18,4345,4346,17,1745,5,5,1745,207
11746,4347,22,5,4348,520,4,4349,757,757,110,207
11747,757,44,757,248,22,5,20,20,757,757,207
11748,757,110,757,2497,757,757,757,110,757,757,207
11749,757,757,110,2,4,3001,1051,31,1064,1051,207
11750,1064,31,1064,1051,281,2392,18,17,5,407,207
11751,407,407,407,407,407,1064,407,3,407,2,207
11752,4350,3177,1746,3177,4351,1746,1647,1746,1746,10,207
11753,6,1746,18,17,20,4352,5,5,5,20,207
11754,4,2,4353,1064,281,1051,17,18,5,407,207
11755,407,407,407,1064,407,3,1064,1064,31,281,207
11756,1051,18,17,5,407,407,407,407,407,407,207
11757,407,407,407,407,4,1064,1051,1051,281,18,207
11758,5,17,407,407,407,407,407,407,407,407,207
11759,4,2,311,17,18,4354,4355,226,4356,4357,207
11760,275,5,22,311,2035,2036,1457,454,477,477,207
11761,6,6,5,22,125,2036,31,22,2035,10,207
11762,20,2036,2035,20,2036,2035,148,22,46,46,207
11763,2,2,3,1051,1064,281,1051,18,17,5,207
11764,407,407,407,407,407,407,407,407,2,3,207
11765,2,4,4,2,213,88,2,22,1747,2,207
11766,1747,244,5,1747,209,1747,157,1747,6,10,207
11767,2,20,2,2,2501,4358,538,130,418,3,207
11768,22,2,2501,488,2110,488,130,18,488,17,207
11769,53,2111,2501,488,488,73,5,488,488,5,207
11770,5,488,488,5,488,105,6,1026,2,281,207
11771,4,1596,521,421,281,10,281,521,421,20,207
11772,6,521,521,281,5,421,281,44,421,18,207
11773,281,17,281,421,3,281,5,10,6,105,207
11774,488,2225,488,1026,421,4359,1118,4,1043,1043,207
11775,666,666,53,22,846,311,18,311,846,17,207
11776,846,125,5,10,954,6,846,20,846,311,207
11777,17,18,22,20,125,6,5,846,22,311,207
11778,846,18,17,20,5,125,6,311,846,17,207
11779,846,22,18,20,125,6,5,846,311,17,207
11780,22,20,18,6,5,125,311,846,17,18,207
11781,22,20,125,5,6,846,22,18,311,17,207
11782,5,6,20,125,311,4360,22,846,18,17,207
11783,125,20,5,6,846,18,17,281,521,421,207
11784,421,281,4,281,956,956,20,521,521,421,207
11785,10,2,911,423,591,423,1251,785,714,423,207
11786,785,423,423,423,894,1744,423,894,22,44,207
11787,5,2,17,18,894,591,6,2499,423,4361,207
11788,2500,2195,5,20,20,5,20,2499,894,2500,207
11789,911,1600,894,1599,4362,4363,611,894,611,1088,207
11790,1088,894,1088,894,894,894,894,894,785,894,207
11791,2,2,4,2,840,800,800,800,800,5,207
11792,800,840,800,10,6,840,22,2,3178,3178,207
11793,4364,2,4365,4,1748,2502,20,1748,2502,5,207
11794,22,20,22,1748,2502,10,6,4366,1748,2,207
